lat,long,NOME_ZONAS,POP96,ZONA_TRAFE,DOMIC96,RA,AREA,POP0,POP2,POP10,POP15,POP20,POP40
665832.63,7471224.64,Deodoro 2,10523,4552219,2628,17,2273666.84,0.03,0.14,0.1,0.08,0.32,0.33
642122.37,7464280.08,Cosmos 1,10623,4552301,2926,18,4025914.19,0.04,0.16,0.11,0.08,0.34,0.28
642364.43,7466989.28,Cosmos 2,43697,4552302,11690,18,7258434.43,0.04,0.16,0.11,0.08,0.34,0.28
644047.34,7464825.05,Inhoaiba 1,24216,4552303,6636,18,5100464.35,0.04,0.17,0.12,0.08,0.34,0.26
644467.41,7466674.41,Inhoaiba 2,26735,4552304,6876,18,3448863.64,0.04,0.17,0.12,0.08,0.34,0.26
643691.1,7468558.49,Campo Grande 3,34302,4552305,9168,18,4895407.15,0.03,0.13,0.1,0.08,0.33,0.32
646879.75,7468538.53,Campo Grande 1,63904,4552306,17719,18,9578406.86,0.03,0.13,0.1,0.08,0.33,0.32
646641.17,7465022.19,Campo Grande 2,57591,4552307,16349,18,10154880.45,0.03,0.13,0.1,0.08,0.33,0.32
648702.93,7463583.93,Estr.da Cachamorra,54892,4552308,15348,18,15690716.06,0.04,0.14,0.11,0.08,0.33,0.31
652719.94,7463899.65,Estrada do Viegas,6614,4552309,1877,18,21022859.1,0.04,0.14,0.11,0.08,0.33,0.31
650633.43,7467394.28,Senador Vasconcelos,25250,4552310,7081,18,5871158.54,0.04,0.14,0.11,0.08,0.33,0.31
649060.95,7468846.06,Estrada da Posse,21693,4552311,6072,18,7215123.59,0.04,0.14,0.11,0.08,0.33,0.31
652328.5,7468719.62,Santissimo,13762,4552312,3822,18,4559843.92,0.04,0.15,0.1,0.07,0.34,0.3
651321.4,7470361.29,Santissimo - Av.Brasil,13221,4552313,3567,18,4387078.8,0.04,0.15,0.1,0.07,0.34,0.3
650619.38,7474759.87,Estrada do Guandu,14903,4552314,3983,18,25615227.41,0.04,0.15,0.1,0.07,0.34,0.3
646945.66,7472503.74,Estr. do Pedregoso,2763,4552315,731,18,14575169.36,0.04,0.15,0.1,0.07,0.34,0.3
644137.56,7470329.03,Estrada do Tingui,4511,4552316,1231,18,9820683.2,0.04,0.15,0.1,0.07,0.34,0.3
633972.17,7459437.2,Sepetiba,28613,4552401,8496,19,11507814.21,0.04,0.14,0.11,0.07,0.3,0.34
638120.48,7461760.69,Estrada da Pedra,38036,4552402,9988,19,18019768.87,0.04,0.16,0.11,0.08,0.33,0.28
640098.71,7464836.08,Av. Cesario de Melo,46821,4552403,12377,19,8975310.93,0.04,0.16,0.11,0.08,0.33,0.28
639438.65,7468958.05,Paciencia 1,17952,4552404,4513,19,18232371.14,0.04,0.16,0.11,0.08,0.33,0.28
636003.91,7467661,Jesuitas,38660,4552405,10400,19,19350837.05,0.04,0.16,0.11,0.08,0.33,0.28
636352.24,7463851.72,Antares,57774,4552406,15159,19,8467609.85,0.04,0.16,0.11,0.08,0.33,0.28
632387.83,7462688.44,Santa Cruz,31972,4552407,8863,19,20343616.58,0.04,0.16,0.11,0.08,0.33,0.27
629723.94,7466750.23,Cosigua,17948,4552408,4682,19,57086056.57,0.04,0.16,0.11,0.08,0.33,0.27
682100.83,7470724.01,Cidade Universitaria,938,4552501,283,20,2798291.58,0.04,0.15,0.11,0.08,0.39,0.24
681222.07,7472658.09,Hosp.Universitario,653,4552502,196,20,1931865.54,0.04,0.15,0.11,0.08,0.39,0.24
679868.65,7475503.44,Aeroporto do Galeao,600,4552503,134,20,6179101.83,0.04,0.14,0.11,0.08,0.36,0.27
681670.98,7477206.71,Galeao,17894,4552504,4741,20,11730826.76,0.04,0.14,0.11,0.08,0.36,0.27
684533.67,7476092.97,Jardim Guanabara,28428,4552505,8677,20,3183452.98,0.02,0.08,0.08,0.07,0.32,0.44
686747.51,7475082.01,Ribeira,27152,4552506,8006,20,3549865.03,0.02,0.09,0.07,0.07,0.31,0.44
685992.15,7477210.51,Cocota,65623,4552507,19012,20,4107978.12,0.02,0.09,0.09,0.07,0.3,0.43
684305.67,7477649.8,Portuguesa,28823,4552508,8583,20,1651569.29,0.03,0.1,0.09,0.07,0.32,0.4
687588.58,7478913.33,Freguesia,29236,4552509,8379,20,4586902.33,0.03,0.12,0.09,0.08,0.34,0.34
694868.16,7481507.44,Paqueta,2723,4552601,861,21,1168970.26,0.02,0.11,0.08,0.06,0.27,0.47
667256.65,7472717.49,Guadalupe 1,20207,4552701,5969,22,1438100.06,0.03,0.12,0.09,0.07,0.31,0.37
666400.08,7473781.69,Guadalupe 2,24563,4552702,7108,22,2342080.33,0.03,0.12,0.09,0.07,0.31,0.37
664852.39,7475248.51,Anchieta Via Light,31272,4552703,8734,22,2734574.11,0.03,0.14,0.11,0.08,0.32,0.32
665114.31,7473994.85,Ricardo Albuq. 1,13234,4552704,3822,22,1128306.97,0.03,0.13,0.1,0.08,0.32,0.34
663874.13,7473153.49,Ricardo Albuq. 2,13468,4552705,4112,22,1093928.98,0.03,0.13,0.1,0.08,0.32,0.34
662769.86,7473793.51,Ricardo Albuq. 3,26261,4552706,7372,22,3582510.02,0.03,0.13,0.1,0.08,0.32,0.34
663163.8,7474795.89,Anchieta,19585,4552707,5472,22,1520066.33,0.03,0.13,0.1,0.08,0.32,0.34
683661.2,7461801.27,Paineiras,6744,4552801,1998,23,3084690.05,0.03,0.11,0.08,0.07,0.34,0.37
685502.23,7463980.62,Santa Tereza,23637,4552802,7541,23,1587920.26,0.03,0.11,0.08,0.07,0.34,0.37
686397.69,7464397.2,Andre Cavalcanti,13025,4552803,5168,23,666481.91,0.03,0.11,0.08,0.07,0.34,0.37
675527.84,7454565.53,Joa,803,4552901,237,24,1563741.71,0.01,0.07,0.07,0.08,0.36,0.41
674838.55,7455093.13,Barrinha,2556,4552902,783,24,1772102.01,0.02,0.08,0.08,0.07,0.33,0.42
673352.8,7454422.26,Centro da Barra,13968,4552903,4499,24,2518676.41,0.02,0.08,0.08,0.07,0.33,0.42
674808.94,7456394.13,Itanhanga 1,3983,4552904,1041,24,3477418.89,0.05,0.15,0.1,0.08,0.41,0.21
673084.85,7457260.76,Itanhanga 2,3085,4552905,789,24,7586565.71,0.05,0.15,0.1,0.08,0.41,0.21
671113.35,7457370.48,Itanhanga 3,4067,4552906,1186,24,1727323.77,0.05,0.15,0.1,0.08,0.41,0.21
671404.1,7455954.62,Barra 1,425,4552907,96,24,1574837.79,0.02,0.08,0.08,0.07,0.33,0.42
672426.15,7455325.78,Downtown,226,4552908,51,24,859576.4,0.02,0.08,0.08,0.07,0.33,0.42
671828.02,7454860.57,Palace,8689,4552909,2688,24,465445.75,0.02,0.08,0.08,0.07,0.33,0.42
671264.76,7454432.77,Sernambetiba 1,8984,4552910,3007,24,1169392.4,0.02,0.08,0.08,0.07,0.33,0.42
670742.05,7455120.35,Min. Afranio Costa,5725,4552911,2064,24,864599.92,0.02,0.08,0.08,0.07,0.33,0.42
670281.22,7456294.22,Extra Supermercado,425,4552912,96,24,1592891.13,0.02,0.08,0.08,0.07,0.33,0.42
669471.06,7455199.92,Celso Kelly,7553,4552913,3012,24,822990.42,0.02,0.08,0.08,0.07,0.33,0.42
668865.32,7454569.62,Sernambetiba 2,4928,4552914,2045,24,1456560.01,0.02,0.08,0.08,0.07,0.33,0.42
668132.05,7455158.5,Nova Ipanema,2547,4552915,721,24,1004588.27,0.02,0.08,0.08,0.07,0.33,0.42
669212.85,7456755.91,Centro Empresarial,42,4552916,10,24,2953777.62,0.02,0.08,0.08,0.07,0.33,0.42
668087.39,7456119.32,Barra Shopping,23,4552917,9,24,1275360.12,0.02,0.08,0.08,0.07,0.33,0.42
668010.29,7457164.01,Casa Shopping,13,4552918,3,24,919179.28,0.02,0.08,0.08,0.07,0.33,0.42
668088.66,7457868.77,Via Parque,7,4552919,2,24,516366.06,0.02,0.08,0.08,0.07,0.33,0.42
666722.87,7457276.45,Aeroporto da Barra,838,4552920,258,24,2535949,0.02,0.08,0.08,0.07,0.33,0.42
666601.53,7456008.33,Bosque da Barra,2696,4552921,832,24,1802733.77,0.02,0.08,0.08,0.07,0.33,0.42
666839,7455133.38,Novo Leblon,3303,4552922,904,24,1027138.9,0.02,0.08,0.08,0.07,0.33,0.42
666342.87,7454404.82,Sernambetiba 3,2402,4552923,742,24,941715.34,0.02,0.08,0.08,0.07,0.33,0.42
665487.2,7456317.65,Mandala,6318,4552924,1798,24,4035129.81,0.02,0.08,0.08,0.07,0.33,0.42
663471.25,7456835.11,Santa Monica,2375,4552925,584,24,8304570.81,0.02,0.08,0.08,0.07,0.33,0.42
662181.85,7454671.48,Pedra de Itauna,7764,4552926,2867,24,6980452.32,0.02,0.08,0.08,0.07,0.33,0.42
661990.67,7453839.11,Reserva Biologica,895,4552927,389,24,2504379.78,0.02,0.08,0.08,0.07,0.33,0.42
658642.54,7453848.37,Via 9,3677,4552928,1263,24,2070999.09,0.04,0.13,0.09,0.07,0.38,0.3
659638.81,7455454.45,Salvador Allende,3331,4552929,884,24,4428032.34,0.04,0.13,0.09,0.07,0.38,0.3
659728.03,7456918.81,Estr.Bandeirantes 1,3074,4552930,887,24,3064946.23,0.05,0.2,0.11,0.07,0.36,0.21
660928.32,7458750.41,Camorim,479,4552931,329,24,8732085.85,0.05,0.19,0.12,0.07,0.37,0.21
657564.77,7457764.52,Vargem Pequena,3442,4552932,881,24,11289930.46,0.05,0.2,0.11,0.07,0.36,0.21
656321.13,7455139.62,Recreio 1,919,4552933,266,24,9462775,0.05,0.2,0.11,0.07,0.36,0.21
656220.51,7452920.95,Recreio 2,10411,4552934,3138,24,5965164.9,0.05,0.2,0.11,0.07,0.36,0.21
650472.12,7450584.9,Grumari,126,4552935,27,24,9606665.65,0.04,0.16,0.16,0.13,0.32,0.19
652077.21,7452834.65,Pontal,2076,4552936,581,24,8966859.44,0.05,0.2,0.11,0.07,0.36,0.21
654609.74,7458788.02,Vargem Grande,7457,4552937,2023,24,39132188.58,0.04,0.15,0.11,0.08,0.35,0.27
669439.17,7473881.11,Coelho Neto,19957,4553001,5766,25,1609062.69,0.03,0.12,0.09,0.07,0.32,0.37
668985.14,7474504.47,Acari 1,13987,4553002,4107,25,862647.39,0.05,0.17,0.12,0.08,0.35,0.23
670275.41,7475212.85,Acari 2,23082,4553003,6172,25,1647371.82,0.05,0.17,0.12,0.08,0.35,0.23
670769.39,7476898.21,Pavuna - Dutra,3442,4553004,898,25,1590663.37,0.04,0.14,0.1,0.07,0.33,0.32
669759.34,7476444.9,Embau,8339,4553005,2351,25,2135386.77,0.04,0.14,0.1,0.07,0.33,0.32
669056.44,7475774.25,Fazenda Botafogo,13330,4553006,3607,25,826881.43,0.04,0.14,0.1,0.07,0.33,0.32
668524.89,7476811.03,Pavuna 1,13236,4553007,3807,25,1090891.89,0.04,0.14,0.1,0.07,0.33,0.32
667488.94,7476533.62,Pavuna 2,11995,4553008,3476,25,1260141.87,0.04,0.14,0.1,0.07,0.33,0.32
666398,7475775,Estrada Rio do Pau,31475,4553009,8930,25,1804031.8,0.04,0.14,0.1,0.07,0.33,0.32
668220.56,7475518.04,Estrada Botafogo,16382,4553010,4413,25,1363872.24,0.04,0.14,0.1,0.07,0.33,0.32
667296.75,7474931.5,Costa Barros,25088,4553011,6770,25,1714627.49,0.05,0.17,0.11,0.08,0.33,0.26
667860.38,7473852,Barros Filho,17225,4553012,4978,25,1833734.58,0.04,0.15,0.1,0.08,0.33,0.3
647349.94,7458960.36,Baixada de Guaratiba,39980,4553101,11793,26,53715953.44,0.04,0.17,0.11,0.07,0.35,0.26
644265.78,7455694.92,Pedra de Guaratiba 2,3712,4553102,945,26,22809661.96,0.04,0.17,0.11,0.07,0.35,0.26
647433.95,7450169.49,Guaratiba,659,4553103,165,26,15305983.12,0.04,0.17,0.11,0.07,0.35,0.26
648535.9,7451475.03,Barra de Guaratiba,4709,4553104,1270,26,9489677.88,0.03,0.14,0.1,0.07,0.33,0.33
639618.85,7456089.83,Pedra de Guaratiba 1,8119,4553105,2466,26,3530879.43,0.03,0.13,0.1,0.07,0.31,0.36
638752.13,7458380.55,Estr.do Magarca,9560,4553106,2602,26,15665028.08,0.04,0.17,0.11,0.07,0.35,0.26
641756.78,7461136,Fragoso,7568,4553107,1978,26,10411496.34,0.04,0.17,0.11,0.07,0.35,0.26
678073.26,7468405.92,Maria da Graca,7593,4553201,2441,12,758410.04,0.02,0.09,0.08,0.06,0.3,0.45
678339.89,7469394.6,Higienopolis,15994,4553202,5081,12,1129305.05,0.02,0.09,0.08,0.07,0.32,0.42
677197.73,7468861.29,Nova America,9712,4553203,2762,12,988472.27,0.02,0.1,0.08,0.07,0.3,0.43
677436.95,7468487.35,Del Castilho,5987,4553204,1824,12,409681.25,0.02,0.1,0.08,0.07,0.3,0.43
675983.68,7469020.18,Cemiterio Inhauma,14273,4553205,4229,12,1069939.85,0.03,0.12,0.09,0.07,0.32,0.37
677130.99,7469723.44,Av. Itaoca,11034,4553206,3310,12,941958.89,0.03,0.12,0.09,0.07,0.32,0.37
676222.68,7470303.88,semnome1,8655,4553207,2571,12,950189.39,0.03,0.12,0.09,0.07,0.32,0.37
675821.7,7469798,semnome2,6033,4553208,1774,12,694412.06,0.03,0.12,0.09,0.07,0.32,0.37
675009.06,7470780.3,semnome3,18067,4553209,5345,12,1957027.72,0.03,0.12,0.09,0.07,0.32,0.38
675039.05,7469782.22,semnome4,8540,4553210,2482,12,374839.41,0.03,0.12,0.09,0.07,0.32,0.38
673813.25,7470190.71,semnome5,21621,4553211,6397,12,1744328.37,0.03,0.13,0.09,0.07,0.32,0.35
679520.43,7456712.63,Rocinha,45585,4553301,13491,27,1027214.4,0.05,0.16,0.1,0.08,0.4,0.21
679160.06,7467511.04,Jacarezinho,38514,4553401,10988,28,791708.16,0.04,0.15,0.11,0.08,0.34,0.29
677211.66,7470805.53,Morro do Alemao,64031,4553501,17126,29,2733701.08,0.04,0.17,0.11,0.08,0.34,0.25
680689.48,7469728.57,Mare 1,32243,4553601,8820,30,1296076.92,0.05,0.16,0.11,0.08,0.37,0.24
680193.32,7470623.18,Mare 2,34013,4553602,9214,30,1218027.33,0.05,0.16,0.11,0.08,0.37,0.24
679950.15,7472357.58,Mare 3,39840,4553603,11689,30,1245829.08,0.05,0.16,0.11,0.08,0.37,0.24
