"nomeZTor","nomeZTdest","flowOD","flowDO","FE","COD_ORIGEM","COD_DESTINO"
"Paineiras","Caju",26.03,0,40,4550606,4552801
"Quinta Boa Vista","Caju",293.55,0,20,4550606,4551207
"Tuiuti","Caju",117.17,0,2,4550606,4551209
"Bonsucesso 2","Caju",74.77,0,40,4550606,4551504
"Quinta Boa Vista","Caju",332.19,0,15,4550606,4551207
"Praia Formosa","Caju",87.95,0,15,4550606,4551204
"Del Castilho","Caju",113.43,0,20,4550606,4553204
"Sambodromo","Caju",40.64,0,20,4550606,4550801
"Joquei","Caju",652.81,0,40,4550606,4551110
"Caju","Caju",578.93,0,15,4550606,4550606
"Mare 3","Caju",135.66,0,2,4550606,4553603
"Rio Comprido 1","Caju",82.86,0,2,4550606,4550804
"Vila Kosmos","Caju",39.84,0,40,4550606,4551902
"Alm. Barroso","Caju",37.15,0,40,4550606,4550706
"Mare 3","Caju",166.71,0,10,4550606,4553603
"Vila Isabel 1","Caju",49.2,0,20,4550606,4551404
"Joquei","Caju",207.64,0,2,4550606,4551110
"Tuiuti","Caju",219.84,0,15,4550606,4551209
"Bolivar","Caju",119.97,0,20,4550606,4551004
"Bolivar","Caju",68.77,0,40,4550606,4551004
"Ramos 2","Caju",34.94,0,40,4550606,4551506
"Jardim Botanico","Caju",87.2,0,20,4550606,4551109
"Praca N.S. Paz","Caju",352.78,0,20,4550606,4551103
"Rua Bela","Caju",272.59,0,20,4550606,4551203
"Venceslau Braz","Caju",56.51,0,40,4550606,4550913
"Saens Pena","Caju",28.95,0,15,4550606,4551305
"Benfica 1","Caju",120.99,0,10,4550606,4551210
"Penha 3","Caju",262.56,0,40,4550606,4551603
"Rodoviaria","Caju",86.69,0,20,4550606,4550603
"Caju","Caju",191.35,0,0,4550606,4550606
"Benfica 1","Caju",150.17,0,40,4550606,4551210
"Cruz Vermelha","Caju",128.68,0,40,4550606,4550709
"Alm. Barroso","Caju",128.47,0,20,4550606,4550706
"Andarai 1","Caju",66.79,0,15,4550606,4551408
"Bonsucesso 2","Caju",38.74,0,15,4550606,4551504
"Campo S.Cristovao","Caju",569.45,0,20,4550606,4551202
"Barra Shopping","Caju",203.23,0,20,4550606,4552917
"Campo S.Cristovao","Caju",171.96,0,2,4550606,4551202
"Benfica 1","Caju",133.24,0,2,4550606,4551210
"Central do Brasil","Caju",42.67,0,15,4550606,4550711
"Curicica","Caju",225.45,0,40,4550606,4552114
"Fonseca Teles","Caju",387.99,0,2,4550606,4551201
"Grajau 1","Caju",35.63,0,40,4550606,4551410
"Praca da Republica","Caju",96.32,0,10,4550606,4550710
"Praia de Botafogo","Caju",32.55,0,40,4550606,4550914
"Catete","Caju",115,0,20,4550606,4550903
"Antares","Caju",120.18,0,2,4550606,4552406
"Praca da Bandeira","Caju",203.42,0,40,4550606,4551301
"Carlos Gois","Caju",38.41,0,20,4550606,4551111
"Nova America","Caju",37.76,0,40,4550606,4553203
"Vila da Penha","Caju",60.16,0,2,4550606,4551903
"Santo Cristo","Caju",290.57,0,40,4550606,4550604
"Mare 2","Caju",68.97,0,40,4550606,4553602
"semnome1","Caju",63.55,0,15,4550606,4553207
"Grajau 2","Caju",85.29,0,40,4550606,4551411
"Bonsucesso 1","Caju",62.95,0,15,4550606,4551503
"Tanque","Caju",36.53,0,40,4550606,4552109
"Rua Bela","Caju",721.25,0,2,4550606,4551203
"1o. de marco","Caju",202.66,0,20,4550606,4550704
"Rio Comprido 1","Caju",51.65,0,20,4550606,4550804
"Benfica 2","Caju",84.58,0,20,4550606,4551211
"Lins","Caju",25.85,0,40,4550606,4551717
"Andarai 2","Caju",53.6,0,40,4550606,4551409
"Magno","Caju",123.33,0,20,4550606,4552013
"Olaria 1","Caju",63.55,0,20,4550606,4551508
"Aerop.S.Dumont","Caju",497.24,0,20,4550606,4550705
"Estacio","Caju",116.24,0,20,4550606,4550803
"Campo S.Cristovao","Caju",282.86,0,10,4550606,4551202
"Mare 3","Caju",33.68,0,40,4550606,4553603
"Benfica 1","Caju",164.48,0,20,4550606,4551210
"Rua Bela","Caju",408.53,0,15,4550606,4551203
"Quinta Boa Vista","Caju",52.97,0,40,4550606,4551207
"Pedra de Itauna","Caju",217.22,0,20,4550606,4552926
"Ribeira","Caju",21.43,0,20,4550606,4552506
"1o. de marco","Caju",114.46,0,15,4550606,4550704
"Rodoviaria","Caju",19.05,0,40,4550606,4550603
"Central do Brasil","Caju",67.77,0,10,4550606,4550711
"Arpoador","Caju",172.24,0,40,4550606,4551101
"Francisco Eugenio","Caju",62.48,0,40,4550606,4551206
"Muda","Caju",74.28,0,20,4550606,4551306
"Morais e Silva","Caju",140.51,0,20,4550606,4551401
"Ramos 3","Caju",53.63,0,20,4550606,4551507
"Joquei","Caju",119.97,0,20,4550606,4551110
"Aerop.S.Dumont","Caju",362.28,0,40,4550606,4550705
"Av. Chile","Caju",273.78,0,20,4550606,4550708
"Rocha 1","Caju",59.58,0,20,4550606,4551702
"Rua Bela","Caju",355.52,0,10,4550606,4551203
"Siqueira Campos","Caju",192.7,0,40,4550606,4551003
"Sousa Lima","Caju",48.01,0,40,4550606,4551005
"Ramos 1","Caju",271.45,0,40,4550606,4551505
"Galeao","Caju",45.49,0,40,4550606,4552504
"Engenho de Dentro 1","Caju",99.79,0,20,4550606,4551720
"Cidade Universitaria","Caju",146.12,0,40,4550606,4552501
"Fonseca Teles","Caju",170.35,0,20,4550606,4551201
"Bolivar","Caju",191.58,0,15,4550606,4551004
"Fonseca Teles","Caju",32.55,0,40,4550606,4551201
"Praca Maua","Caju",105.77,0,2,4550606,4550605
"Farme de Amoedo","Caju",160.01,0,20,4550606,4551102
"Muda","Caju",123.54,0,40,4550606,4551306
"Quinta Boa Vista","Caju",171.96,0,2,4550606,4551207
"Sernambetiba 2","Caju",148.13,0,20,4550606,4552914
"Av.Passos","Caju",169.37,0,40,4550606,4550701
"Gavea","Av.Passos",9.51,0,40,4550701,4551113
"Av. Chile","Av.Passos",17.38,0,40,4550701,4550708
"Campo S.Cristovao","Av.Passos",22.79,0,40,4550701,4551202
"Meier 1","Av.Passos",32.66,0,40,4550701,4551714
"Av.Passos","Av.Passos",135.08,0,40,4550701,4550701
"Cruz Vermelha","Av.Passos",25.11,0,20,4550701,4550709
"Av. Chile","Av.Passos",34.69,0,10,4550701,4550708
"Av. Chile","Av.Passos",38.13,0,20,4550701,4550708
"Campo S.Cristovao","Av.Passos",10.91,0,10,4550701,4551202
"Gavea","Av.Passos",4.06,0,20,4550701,4551113
"Praca da Republica","Av.Passos",17.38,0,20,4550701,4550710
"Praia de Botafogo","Av.Passos",20.23,0,20,4550701,4550914
"Cruz Vermelha","Av.Passos",25.11,0,2,4550701,4550709
"1o. de marco","Av.Passos",33.49,0,20,4550701,4550704
"Humaita","Av.Passos",46.54,0,20,4550701,4550911
"Cruz Vermelha","Av.Passos",65.17,0,40,4550701,4550709
"Praca da Republica","Av.Passos",80.42,0,10,4550701,4550710
"Maracana","Av.Passos",7.13,0,40,4550701,4551402
"Galeao","Av.Passos",56.53,0,20,4550701,4552504
"Andre Cavalcanti","Av.Passos",27.31,0,40,4550701,4552803
"Dona Marta","Av.Passos",13.01,0,20,4550701,4550910
"Mal.Floriano","Av.Passos",37.87,0,15,4550701,4550702
"1o. de marco","Av.Passos",30.57,0,40,4550701,4550704
"Saens Pena","Av.Passos",12.62,0,20,4550701,4551305
"Ramos 1","Av.Passos",12.19,0,40,4550701,4551505
"Campo S.Cristovao","Av.Passos",12.76,0,20,4550701,4551202
"Aerop.S.Dumont","Av.Passos",29.37,0,40,4550701,4550705
"Campo S.Cristovao","Av.Passos",11.88,0,2,4550701,4551202
"Av.Passos","Av.Passos",59.64,0,20,4550701,4550701
"Candelaria","Av.Passos",13.96,0,40,4550701,4550703
"Morro da Viuva","Av.Passos",19.66,0,40,4550701,4550906
"Praca da Republica","Av.Passos",40.21,0,2,4550701,4550710
"Santo Cristo 1","Mal.Floriano",36.7,0,40,4550702,4550601
"Candelaria","Mal.Floriano",94.61,0,40,4550702,4550703
"Praca da Republica","Mal.Floriano",57.62,0,2,4550702,4550710
"Santo Cristo 1","Mal.Floriano",23.14,0,20,4550702,4550601
"Estacio","Mal.Floriano",82.41,0,2,4550702,4550803
"Gloria","Mal.Floriano",22.88,0,40,4550702,4550902
"Cruz Vermelha","Mal.Floriano",58.78,0,40,4550702,4550709
"Praca da Republica","Mal.Floriano",55.71,0,15,4550702,4550710
"Parque Lage","Mal.Floriano",115.82,0,40,4550702,4551107
"Praca da Republica","Mal.Floriano",77.86,0,40,4550702,4550710
"Mal.Floriano","Mal.Floriano",68.19,0,20,4550702,4550702
"Praca Maua","Mal.Floriano",119.79,0,15,4550702,4550605
"Av.Passos","Mal.Floriano",57.63,0,40,4550702,4550701
"Santo Cristo 2","Mal.Floriano",38.46,0,10,4550702,4550602
"Largo do Machado","Mal.Floriano",85.84,0,15,4550702,4550905
"Cruz Vermelha","Mal.Floriano",74.74,0,15,4550702,4550709
"Av. Chile","Mal.Floriano",119.79,0,15,4550702,4550708
"Estacio","Mal.Floriano",82.41,0,10,4550702,4550803
"Mal.Floriano","Mal.Floriano",86.53,0,15,4550702,4550702
"Av.Passos","Mal.Floriano",54.94,0,20,4550702,4550701
"Lido","Mal.Floriano",61.47,0,40,4550702,4551002
"Santo Cristo 2","Mal.Floriano",28.46,0,2,4550702,4550602
"Mal.Floriano","Mal.Floriano",35.63,0,40,4550702,4550702
"Santo Cristo 2","Mal.Floriano",503.12,0,40,4550702,4550602
"Siqueira Campos","Mal.Floriano",21.3,0,20,4550702,4551003
"Estr. do Cafunda","Mal.Floriano",86.53,0,15,4550702,4552120
"Praca da Republica","Mal.Floriano",55.71,0,10,4550702,4550710
"Av.Passos","1o. de marco",47.69,0,20,4550704,4550701
"Santo Cristo","1o. de marco",8.22,0,20,4550704,4550604
"Praca da Republica","1o. de marco",18.73,0,2,4550704,4550710
"1o. de marco","1o. de marco",74.01,0,20,4550704,4550704
"Av.Passos","1o. de marco",17.14,0,40,4550704,4550701
"Praca Maua","1o. de marco",20.39,0,2,4550704,4550605
"Catete","1o. de marco",12.33,0,20,4550704,4550903
"Av. Chile","1o. de marco",24.51,0,10,4550704,4550708
"Praca da Republica","1o. de marco",88.14,0,20,4550704,4550710
"Av. Chile","1o. de marco",95.27,0,20,4550704,4550708
"Passeio Publico","1o. de marco",17.07,0,15,4550704,4550707
"Aerop.S.Dumont","Aerop.S.Dumont",96.13,0,40,4550705,4550705
"Gal. Polidoro","Aerop.S.Dumont",41.96,0,40,4550705,4550912
"Francisco Eugenio","Alm. Barroso",37.77,0,20,4550706,4551206
"Praia de Botafogo","Alm. Barroso",35.66,0,20,4550706,4550914
"Alm. Barroso","Alm. Barroso",89.82,0,40,4550706,4550706
"Catete","Alm. Barroso",65.18,0,40,4550706,4550903
"Andre Cavalcanti","Alm. Barroso",86.28,0,20,4550706,4552803
"Freguesia","Alm. Barroso",12.66,0,40,4550706,4552509
"Dona Marta","Alm. Barroso",46.28,0,20,4550706,4550910
"S.F.Xavier","Alm. Barroso",34.35,0,20,4550706,4551304
"Gloria","Alm. Barroso",67.37,0,10,4550706,4550902
"Cosme Velho","Alm. Barroso",24.21,0,2,4550706,4550909
"Saens Pena","Alm. Barroso",29.43,0,20,4550706,4551305
"Gal. Polidoro","Alm. Barroso",62.88,0,40,4550706,4550912
"Muda","Alm. Barroso",105.02,0,40,4550706,4551306
"Gloria","Alm. Barroso",84.07,0,40,4550706,4550902
"Passeio Publico","Alm. Barroso",25.8,0,40,4550706,4550707
"Manguinhos 1","Alm. Barroso",14.37,0,40,4550706,4551501
"Av. Chile","Alm. Barroso",25.8,0,20,4550706,4550708
"Alm. Barroso","Alm. Barroso",42.32,0,20,4550706,4550706
"Francisco Eugenio","Alm. Barroso",37.77,0,2,4550706,4551206
"Cosme Velho","Alm. Barroso",26.82,0,20,4550706,4550909
"Tindiba","Alm. Barroso",15.51,0,20,4550706,4552116
"Novo Leblon","Alm. Barroso",10.9,0,40,4550706,4552922
"Av.Passos","Alm. Barroso",67.37,0,10,4550706,4550701
"Av.Passos","Alm. Barroso",21.42,0,40,4550706,4550701
"Rio Comprido 1","Alm. Barroso",172.76,0,20,4550706,4550804
"Olaria 2","Alm. Barroso",17.98,0,40,4550706,4551509
"Sousa Lima","Passeio Publico",130.45,0,40,4550707,4551005
"Humaita","Passeio Publico",100.78,0,20,4550707,4550911
"Sernambetiba 3","Passeio Publico",330.45,0,15,4550707,4552923
"Cruz Vermelha","Passeio Publico",122.62,0,20,4550707,4550709
"Saens Pena","Passeio Publico",617.95,0,40,4550707,4551305
"Magalhaes Bastos","Passeio Publico",205.54,0,40,4550707,4552216
"Penha 2","Passeio Publico",64.95,0,20,4550707,4551602
"Aerop.S.Dumont","Passeio Publico",123.49,0,20,4550707,4550705
"Morais e Silva","Passeio Publico",135.98,0,40,4550707,4551401
"Dona Marta","Passeio Publico",121.63,0,20,4550707,4550910
"Parada de Lucas 1","Passeio Publico",193.81,0,20,4550707,4551612
"Bolivar","Passeio Publico",121.11,0,20,4550707,4551004
"Largo do Machado","Passeio Publico",190.98,0,40,4550707,4550905
"Av. Chile","Passeio Publico",1625.9,0,40,4550707,4550708
"Gloria","Passeio Publico",425,0,20,4550707,4550902
"Cruz Vermelha","Passeio Publico",135.05,0,40,4550707,4550709
"Passeio Publico","Passeio Publico",301.2,0,10,4550707,4550707
"Leme","Passeio Publico",196.44,0,40,4550707,4551001
"Passeio Publico","Passeio Publico",294.01,0,15,4550707,4550707
"Av. Chile","Passeio Publico",895.95,0,10,4550707,4550708
"Siqueira Campos","Passeio Publico",154.97,0,20,4550707,4551003
"Catete","Passeio Publico",106.25,0,20,4550707,4550903
"Praca Sete","Passeio Publico",245.07,0,40,4550707,4551407
"Cocota","Passeio Publico",107.85,0,20,4550707,4552507
"Av. Chile","Passeio Publico",895.95,0,2,4550707,4550708
"Praia de Botafogo","Passeio Publico",193.99,0,20,4550707,4550914
"Farme de Amoedo","Passeio Publico",143.73,0,20,4550707,4551102
"Santo Cristo","Passeio Publico",132.21,0,40,4550707,4550604
"Passeio Publico","Passeio Publico",454.85,0,40,4550707,4550707
"Catete","Passeio Publico",263.06,0,40,4550707,4550903
"Praca Maua","Av. Chile",24.05,0,40,4550708,4550605
"Humaita","Av. Chile",34.12,0,20,4550708,4550911
"Largo do Machado","Av. Chile",41.92,0,40,4550708,4550905
"Praca da Republica","Av. Chile",45.38,0,20,4550708,4550710
"Catete","Av. Chile",47.25,0,40,4550708,4550903
"Mal.Floriano","Av. Chile",89.25,0,20,4550708,4550702
"Av. Chile","Av. Chile",315.7,0,2,4550708,4550708
"Humaita","Av. Chile",23.28,0,40,4550708,4550911
"Av. Chile","Av. Chile",239.24,0,20,4550708,4550708
"Estr.da Cachamorra","Av. Chile",16.99,0,40,4550708,4552308
"Sousa Lima","Av. Chile",109.22,0,20,4550708,4551005
"Saens Pena","Av. Chile",43.29,0,40,4550708,4551305
"Santa Tereza","Av. Chile",71.8,0,20,4550708,4552802
"Rodoviaria","Av. Chile",30.26,0,20,4550708,4550603
"Av. Chile","Av. Chile",195.42,0,40,4550708,4550708
"Fonseca Teles","Av. Chile",109.22,0,20,4550708,4551201
"Andre Cavalcanti","Av. Chile",210.19,0,40,4550708,4552803
"Gloria","Av. Chile",28.9,0,40,4550708,4550902
"Av.Passos","Av. Chile",152.49,0,40,4550708,4550701
"Lido","Av. Chile",137.73,0,20,4550708,4551002
"1o. de marco","Av. Chile",53.68,0,40,4550708,4550704
"Cruz Vermelha","Av. Chile",70.21,0,20,4550708,4550709
"Alm. Barroso","Av. Chile",97.75,0,20,4550708,4550706
"Mal.Floriano","Av. Chile",359.6,0,15,4550708,4550702
"Meier 2","Av. Chile",20.93,0,20,4550708,4551715
"Praca N.S. Paz","Av. Chile",27.66,0,40,4550708,4551103
"Av.Passos","Av. Chile",449.48,0,20,4550708,4550701
"1o. de marco","Av. Chile",157.3,0,20,4550708,4550704
"Av. Chile","Av. Chile",71.27,0,10,4550708,4550708
"Benfica 1","Av. Chile",109.22,0,20,4550708,4551210
"Estr.da Cachamorra","Av. Chile",15.97,0,20,4550708,4552308
"Cruz Vermelha","Av. Chile",287.73,0,40,4550708,4550709
"Santa Tereza","Av. Chile",71.8,0,2,4550708,4552802
"Morro da Viuva","Av. Chile",23.53,0,20,4550708,4550906
"Praca da Republica","Cruz Vermelha",1718.07,0,20,4550709,4550710
"Gloria","Cruz Vermelha",340.07,0,10,4550709,4550902
"Leblon","Cruz Vermelha",662.72,0,40,4550709,4551112
"Santa Tereza","Cruz Vermelha",262.05,0,15,4550709,4552802
"Santa Tereza","Cruz Vermelha",240.4,0,10,4550709,4552802
"Cruz Vermelha","Cruz Vermelha",1757.72,0,10,4550709,4550709
"Passeio Publico","Cruz Vermelha",353.63,0,40,4550709,4550707
"Andarai 2","Cruz Vermelha",48.81,0,20,4550709,4551409
"Praca N.S. Paz","Cruz Vermelha",206.85,0,20,4550709,4551103
"Vila Isabel 1","Cruz Vermelha",116.27,0,2,4550709,4551404
"Pavuna - Dutra","Cruz Vermelha",434.54,0,20,4550709,4553004
"Mal.Floriano","Cruz Vermelha",748.58,0,20,4550709,4550702
"Largo do Machado","Cruz Vermelha",973.67,0,40,4550709,4550905
"Gal. Polidoro","Cruz Vermelha",85.95,0,20,4550709,4550912
"S.F.Xavier","Cruz Vermelha",536.48,0,20,4550709,4551304
"Benfica 1","Cruz Vermelha",465.47,0,20,4550709,4551210
"Alm. Barroso","Cruz Vermelha",1524.7,0,40,4550709,4550706
"Rodoviaria","Cruz Vermelha",696.12,0,20,4550709,4550603
"Estacio","Cruz Vermelha",218.88,0,10,4550709,4550803
"Campo S.Cristovao","Cruz Vermelha",294.02,0,40,4550709,4551202
"Afonso Pena","Cruz Vermelha",402.21,0,40,4550709,4551302
"Campos da Paz","Cruz Vermelha",1359.2,0,20,4550709,4550806
"Aerop.S.Dumont","Cruz Vermelha",147.89,0,20,4550709,4550705
"Sao Salvador","Cruz Vermelha",144.09,0,2,4550709,4550904
"Av. Chile","Cruz Vermelha",1282.4,0,10,4550709,4550708
"Praca Maua","Cruz Vermelha",139.61,0,20,4550709,4550605
"Catete","Cruz Vermelha",984.7,0,40,4550709,4550903
"Rua do Bispo","Cruz Vermelha",228.5,0,10,4550709,4551303
"Penha 3","Cruz Vermelha",117.38,0,20,4550709,4551603
"Cachambi 2","Cruz Vermelha",121.2,0,15,4550709,4551712
"Praca da Republica","Cruz Vermelha",721.19,0,10,4550709,4550710
"Morais e Silva","Cruz Vermelha",182.63,0,20,4550709,4551401
"Carlos Gois","Cruz Vermelha",358.28,0,40,4550709,4551111
"Urca","Cruz Vermelha",87.06,0,40,4550709,4550915
"Rua Sao Miguel","Cruz Vermelha",166.87,0,20,4550709,4551307
"Rua das Laranjeiras","Cruz Vermelha",248.54,0,40,4550709,4550907
"Rua Sao Miguel","Cruz Vermelha",171.23,0,15,4550709,4551307
"Benfica 2","Cruz Vermelha",52.24,0,40,4550709,4551211
"Celso Kelly","Cruz Vermelha",74.12,0,40,4550709,4552913
"Quinta Boa Vista","Cruz Vermelha",96.2,0,20,4550709,4551207
"Praca da Republica","Cruz Vermelha",238.6,0,15,4550709,4550710
"Estacio","Cruz Vermelha",261.19,0,40,4550709,4550803
"Humaita","Cruz Vermelha",687.65,0,20,4550709,4550911
"Rua do Bispo","Cruz Vermelha",184.25,0,15,4550709,4551303
"Meier 2","Cruz Vermelha",78.79,0,40,4550709,4551715
"Vila Isabel 2","Cruz Vermelha",220.54,0,20,4550709,4551405
"Av.Passos","Cruz Vermelha",1064.24,0,40,4550709,4550701
"Quinta Boa Vista","Cruz Vermelha",175.3,0,40,4550709,4551207
"Praca da Republica","Cruz Vermelha",1052.65,0,40,4550709,4550710
"Paineiras","Cruz Vermelha",253.39,0,40,4550709,4552801
"Sousa Lima","Cruz Vermelha",494.83,0,20,4550709,4551005
"Mal.Floriano","Cruz Vermelha",63.51,0,40,4550709,4550702
"Extra Supermercado","Cruz Vermelha",244.49,0,40,4550709,4552912
"Jardim Botanico","Cruz Vermelha",67.54,0,20,4550709,4551109
"Cruz Vermelha","Cruz Vermelha",1235.73,0,15,4550709,4550709
"Penha 2","Cruz Vermelha",188.46,0,40,4550709,4551602
"Gal. Polidoro","Cruz Vermelha",177.36,0,15,4550709,4550912
"Av. Chile","Cruz Vermelha",2104.85,0,20,4550709,4550708
"Humaita","Cruz Vermelha",162.45,0,40,4550709,4550911
"Galeao","Cruz Vermelha",131.54,0,40,4550709,4552504
"Lido","Cruz Vermelha",881.75,0,40,4550709,4551002
"Morais e Silva","Cruz Vermelha",146.65,0,40,4550709,4551401
"Sernambetiba 1","Cruz Vermelha",286.01,0,40,4550709,4552910
"Engenho Novo 2","Cruz Vermelha",164.9,0,40,4550709,4551710
"Praca da Bandeira","Cruz Vermelha",106.55,0,40,4550709,4551301
"Sao Salvador","Cruz Vermelha",127.05,0,20,4550709,4550904
"Sambodromo","Cruz Vermelha",158.62,0,20,4550709,4550801
"1o. de marco","Cruz Vermelha",291.94,0,15,4550709,4550704
"Aeroporto do Galeao","Cruz Vermelha",185.03,0,20,4550709,4552503
"Muda","Cruz Vermelha",119.65,0,20,4550709,4551306
"Lido","Cruz Vermelha",636.23,0,10,4550709,4551002
"Urca","Cruz Vermelha",94.68,0,20,4550709,4550915
"semnome2","Cruz Vermelha",93.2,0,40,4550709,4553208
"Engenho de Dentro 2","Cruz Vermelha",189.32,0,40,4550709,4551721
"Sernambetiba 1","Cruz Vermelha",260.28,0,20,4550709,4552910
"Av. Chile","Cruz Vermelha",613.97,0,2,4550709,4550708
"Sao Salvador","Cruz Vermelha",122.74,0,40,4550709,4550904
"Cruz Vermelha","Cruz Vermelha",7141.65,0,40,4550709,4550709
"Candelaria","Cruz Vermelha",560,0,20,4550709,4550703
"Todos os Santos 2","Cruz Vermelha",240.17,0,20,4550709,4551719
"General Glicerio","Cruz Vermelha",118.88,0,40,4550709,4550908
"Saens Pena","Cruz Vermelha",97.18,0,15,4550709,4551305
"Cruz Vermelha","Cruz Vermelha",5340.1,0,20,4550709,4550709
"Morro da Viuva","Cruz Vermelha",257.43,0,40,4550709,4550906
"Venceslau Braz","Cruz Vermelha",469.99,0,20,4550709,4550913
"Farme de Amoedo","Cruz Vermelha",255.16,0,20,4550709,4551102
"Praca da Bandeira","Cruz Vermelha",53.29,0,20,4550709,4551301
"Downtown","Cruz Vermelha",287.12,0,20,4550709,4552908
"Santa Tereza","Cruz Vermelha",103.11,0,40,4550709,4552802
"Lins","Cruz Vermelha",80.77,0,40,4550709,4551717
"Av. Chile","Cruz Vermelha",1246.55,0,15,4550709,4550708
"Praia de Botafogo","Cruz Vermelha",1305.03,0,20,4550709,4550914
"Magno","Cruz Vermelha",150.04,0,20,4550709,4552013
"Rio Comprido 1","Cruz Vermelha",446.49,0,20,4550709,4550804
"Av. Chile","Cruz Vermelha",903.34,0,40,4550709,4550708
"Saens Pena","Cruz Vermelha",414.31,0,20,4550709,4551305
"Saens Pena","Cruz Vermelha",292.28,0,40,4550709,4551305
"Piranhao","Cruz Vermelha",187.62,0,40,4550709,4550802
"Portuguesa","Cruz Vermelha",219.65,0,20,4550709,4552508
"Siqueira Campos","Cruz Vermelha",534.45,0,40,4550709,4551003
"Central do Brasil","Cruz Vermelha",173.63,0,2,4550709,4550711
"Mal.Floriano","Cruz Vermelha",256.7,0,10,4550709,4550702
"Gloria","Cruz Vermelha",70.84,0,20,4550709,4550902
"Gal. Polidoro","Cruz Vermelha",133.09,0,40,4550709,4550912
"Largo do Machado","Cruz Vermelha",364.17,0,20,4550709,4550905
"Andarai 1","Cruz Vermelha",362.43,0,40,4550709,4551408
"Maracana","Cruz Vermelha",145.2,0,40,4550709,4551402
"Catete","Cruz Vermelha",133.26,0,20,4550709,4550903
"Meier 2","Cruz Vermelha",309.18,0,20,4550709,4551715
"Passeio Publico","Cruz Vermelha",343.97,0,20,4550709,4550707
"Jardim de Alah","Cruz Vermelha",85.43,0,40,4550709,4551104
"Rio Comprido 1","Cruz Vermelha",215.03,0,40,4550709,4550804
"Jardim Botanico","Cruz Vermelha",69.48,0,40,4550709,4551109
"Siqueira Campos","Cruz Vermelha",273.88,0,20,4550709,4551003
"Gavea","Cruz Vermelha",434.48,0,20,4550709,4551113
"Meier 1","Cruz Vermelha",161.75,0,20,4550709,4551714
"Andre Cavalcanti","Cruz Vermelha",212.78,0,2,4550709,4552803
"Central do Brasil","Cruz Vermelha",669.43,0,20,4550709,4550711
"Av.Passos","Cruz Vermelha",809.8,0,20,4550709,4550701
"Jardim America","Cruz Vermelha",84.34,0,40,4550709,4551616
"Maracana","Cruz Vermelha",558.41,0,20,4550709,4551402
"Lido","Cruz Vermelha",1483.26,0,20,4550709,4551002
"Morro da Viuva","Cruz Vermelha",331.85,0,20,4550709,4550906
"Bonsucesso 1","Cruz Vermelha",203.55,0,20,4550709,4551503
"Candelaria","Cruz Vermelha",1416.06,0,40,4550709,4550703
"Av.Passos","Cruz Vermelha",293.18,0,10,4550709,4550701
"Alm. Barroso","Cruz Vermelha",208.07,0,20,4550709,4550706
"Meier 3","Cruz Vermelha",181.55,0,40,4550709,4551716
"Olaria 1","Cruz Vermelha",75.43,0,40,4550709,4551508
