Source,Dest,flowSD,flowDS,Distance,geoSource,geoDest
3168606,2408003,2,5,0,TEOFILO OTONI,MOSSORO
3168606,2408102,8,13,0,TEOFILO OTONI,NATAL
3168606,2931350,305,458,0,TEOFILO OTONI,TEIXEIRA DE FREITAS
3168606,2933307,985,1124,0,TEOFILO OTONI,VITORIA DA CONQUISTA
2211001,5201108,52,66,0,TERESINA,ANAPOLIS
2211001,2504009,54,420,0,TERESINA,CAMPINA GRANDE
2211001,5208707,286,252,0,TERESINA,GOIANIA
2211001,2507507,88,280,0,TERESINA,JOAO PESSOA
2211001,2307304,1172,1540,0,TERESINA,JUAZEIRO DO NORTE
2211001,2704302,505,474,0,TERESINA,MACEIO
2211001,2408003,135,124,0,TERESINA,MOSSORO
2211001,2408102,1034,1033,0,TERESINA,NATAL
2211001,1721000,809,686,0,TERESINA,PALMAS
2211001,2611101,3503,4657,0,TERESINA,PETROLINA
2211001,2111300,26420,26748,0,TERESINA,SAO LUIS
3170107,2800308,128,137,0,UBERABA,ARACAJU
3170107,3502804,13,14,0,UBERABA,ARACATUBA
3170107,3300407,351,347,0,UBERABA,BARRA MANSA
3170107,3505500,4389,4445,0,UBERABA,BARRETOS
3170107,3509502,9921,7782,0,UBERABA,CAMPINAS
3170107,5002704,740,771,0,UBERABA,CAMPO GRANDE
3170107,4104808,311,289,0,UBERABA,CASCAVEL
3170107,4108304,554,706,0,UBERABA,FOZ DO IGUACU
3170107,3516200,32475,32501,0,UBERABA,FRANCA
3170107,2704302,209,417,0,UBERABA,MACEIO
3170107,4119905,75,64,0,UBERABA,PONTA GROSSA
3170107,1100205,47,64,0,UBERABA,PORTO VELHO
3170107,3541406,902,636,0,UBERABA,PRES PRUDENTE
3170107,3549904,1102,1850,0,UBERABA,SAO JOSE DOS CAMPOS
3170107,2111300,266,100,0,UBERABA,SAO LUIS
3170107,2933307,256,236,0,UBERABA,VITORIA DA CONQUISTA
3170206,2800308,289,345,0,UBERLANDIA,ARACAJU
3170206,3300407,860,967,0,UBERLANDIA,BARRA MANSA
3170206,3509502,9486,7912,0,UBERLANDIA,CAMPINAS
3170206,4205407,31,139,0,UBERLANDIA,FLORIANOPOLIS
3170206,4108304,349,316,0,UBERLANDIA,FOZ DO IGUACU
3170206,3516200,6701,5696,0,UBERLANDIA,FRANCA
3170206,4209102,29,114,0,UBERLANDIA,JOINVILLE
3170206,2704302,1016,1435,0,UBERLANDIA,MACEIO
3170206,1100205,940,1102,0,UBERLANDIA,PORTO VELHO
3170206,3549904,1203,1655,0,UBERLANDIA,SAO JOSE DOS CAMPOS
3170206,2111300,178,185,0,UBERLANDIA,SAO LUIS
3170206,2933307,1690,1684,0,UBERLANDIA,VITORIA DA CONQUISTA
3205309,2800308,1301,1485,0,VITORIA,ARACAJU
3205309,3300407,672,790,0,VITORIA,BARRA MANSA
3205309,5103403,108,146,0,VITORIA,CUIABA
3205309,4108304,153,238,0,VITORIA,FOZ DO IGUACU
3205309,3303302,13480,13516,0,VITORIA,NITEROI
3205309,2207702,105,103,0,VITORIA,PARNAIBA
3205309,1100205,272,232,0,VITORIA,PORTO VELHO
3205309,3549904,1042,1557,0,VITORIA,SAO JOSE DOS CAMPOS
3205309,3168606,5020,4753,0,VITORIA,TEOFILO OTONI
3205309,2211001,314,158,0,VITORIA,TERESINA
3205309,3170206,72,78,0,VITORIA,UBERLANDIA
3205309,2933307,2170,2072,0,VITORIA,VITORIA DA CONQUISTA
3205309,3306305,281,795,0,VITORIA,VOLTA REDONDA
2933307,2800308,3077,2599,0,VITORIA DA CONQUISTA,ARACAJU
2933307,4104808,140,66,0,VITORIA DA CONQUISTA,CASCAVEL
2933307,4108304,218,167,0,VITORIA DA CONQUISTA,FOZ DO IGUACU
2933307,3516200,86,140,0,VITORIA DA CONQUISTA,FRANCA
2933307,4113700,460,276,0,VITORIA DA CONQUISTA,LONDRINA
2933307,2704302,678,1005,0,VITORIA DA CONQUISTA,MACEIO
2933307,4115200,220,314,0,VITORIA DA CONQUISTA,MARINGA
2933307,3549904,250,348,0,VITORIA DA CONQUISTA,SAO JOSE DOS CAMPOS
2933307,3306305,83,79,0,VITORIA DA CONQUISTA,VOLTA REDONDA
3306305,3136702,6847,5494,0,VOLTA REDONDA,JUIZ DE FORA
3306305,3549904,10286,11673,0,VOLTA REDONDA,SAO JOSE DOS CAMPOS
